MNIST-USPS seed:0 {'acc': 0.994, 'nmi': 0.9830838134832482, 'pur': 0.994}
Caltech_3V 0.1 0.1 {'acc': 0.7464285714285714, 'nmi': 0.6538771169445668, 'pur': 0.7478571428571429}
Caltech_3V 0.1 0.1 {'acc': 0.7035714285714286, 'nmi': 0.6195127703351608, 'pur': 0.7128571428571429}
Caltech_3V 0.1 0.1 {'acc': 0.7114285714285714, 'nmi': 0.5966334376626014, 'pur': 0.7114285714285714}
Caltech_3V 0.1 0.1 {'acc': 0.6385714285714286, 'nmi': 0.5388308717235528, 'pur': 0.6614285714285715}
Caltech_4V 0.1 0.1 {'acc': 0.6657142857142857, 'nmi': 0.6308662435044029, 'pur': 0.7014285714285714}
Caltech_3V 0.1 0.1 {'acc': 0.7035714285714286, 'nmi': 0.6195127703351608, 'pur': 0.7128571428571429}
Caltech_4V 0.1 0.1 {'acc': 0.79, 'nmi': 0.7032866173689638, 'pur': 0.79}
Caltech_5V 0.1 0.1 {'acc': 0.8385714285714285, 'nmi': 0.7455813597570666, 'pur': 0.8385714285714285}
Caltech_5V 0.1 0.1 {'acc': 0.84, 'nmi': 0.7783601234140808, 'pur': 0.84}
Caltech_2V 0.1 0.1 {'acc': 0.3585714285714286, 'nmi': 0.22399663640927275, 'pur': 0.38785714285714284}
Caltech_3V 0.1 0.1 {'acc': 0.475, 'nmi': 0.2856414401794693, 'pur': 0.48714285714285716}
Caltech_4V 0.1 0.1 {'acc': 0.4135714285714286, 'nmi': 0.2953748757411146, 'pur': 0.4514285714285714}
Caltech_5V 0.1 0.1 {'acc': 0.5185714285714286, 'nmi': 0.4107922316567922, 'pur': 0.5571428571428572}
Caltech_5V 0.1 0.1 {'acc': 0.8385714285714285, 'nmi': 0.7455813597570666, 'pur': 0.8385714285714285}
Caltech_4V 0.1 0.1 {'acc': 0.79, 'nmi': 0.7032866173689638, 'pur': 0.79}
Caltech_3V 0.1 0.1 {'acc': 0.7035714285714286, 'nmi': 0.6195127703351608, 'pur': 0.7128571428571429}
Caltech_2V 0.1 0.1 {'acc': 0.485, 'nmi': 0.42573461102138244, 'pur': 0.5028571428571429}
Caltech_2V 0.1 0.1 {'acc': 0.6385714285714286, 'nmi': 0.5262311522180838, 'pur': 0.6385714285714286}
Caltech_3V 0.1 0.1 {'acc': 0.7114285714285714, 'nmi': 0.5966334376626014, 'pur': 0.7114285714285714}
Caltech_4V 0.1 0.1 {'acc': 0.7185714285714285, 'nmi': 0.6450474995579113, 'pur': 0.7185714285714285}
Caltech_5V 0.1 0.1 {'acc': 0.8364285714285714, 'nmi': 0.7690261721238998, 'pur': 0.8364285714285714}
Caltech_2V 0.1 0.1 {'acc': 0.4492857142857143, 'nmi': 0.3168172421528358, 'pur': 0.46214285714285713}
Caltech_3V 0.1 0.1 {'acc': 0.6385714285714286, 'nmi': 0.5388308717235528, 'pur': 0.6614285714285715}
Caltech_4V 0.1 0.1 {'acc': 0.7635714285714286, 'nmi': 0.6936703499629527, 'pur': 0.7635714285714286}
Caltech_5V 0.1 0.1 {'acc': 0.74, 'nmi': 0.7074842144674155, 'pur': 0.74}
Caltech_5V 0.1 0.1 {'acc': 0.84, 'nmi': 0.7783601234140808, 'pur': 0.84}
Caltech_4V 0.1 0.1 {'acc': 0.6592857142857143, 'nmi': 0.6586764472175133, 'pur': 0.6964285714285714}
Caltech_4V 0.1 0.1 {'acc': 0.6592857142857143, 'nmi': 0.6586764472175133, 'pur': 0.6964285714285714}
Caltech_5V 0.1 0.1 {'acc': 0.84, 'nmi': 0.7783601234140808, 'pur': 0.84}
Caltech_5V 0.1 0.1 {'acc': 0.7721428571428571, 'nmi': 0.6840081517877634, 'pur': 0.7721428571428571}
Caltech_5V 0.1 0.1 {'acc': 0.84, 'nmi': 0.7783601234140808, 'pur': 0.84}
Caltech_3V 0.1 0.1 {'acc': 0.7464285714285714, 'nmi': 0.6538771169445668, 'pur': 0.7478571428571429}
Caltech_4V 0.1 0.1 {'acc': 0.6592857142857143, 'nmi': 0.6586764472175133, 'pur': 0.6964285714285714}
Caltech_4V 0.1 0.1 {'acc': 0.8392857142857143, 'nmi': 0.7579481624026398, 'pur': 0.8392857142857143}
CCV 1.0 1.0 {'acc': 0.32969142182194006, 'nmi': 0.32339217661858716, 'pur': 0.3794478074708401}
Caltech_2V 0.1 0.1 {'acc': 0.4492857142857143, 'nmi': 0.3168172421528358, 'pur': 0.46214285714285713}
Caltech_2V 0.1 0.1 {'acc': 0.6385714285714286, 'nmi': 0.5262311522180838, 'pur': 0.6385714285714286}
Caltech_2V 0.1 0.1 {'acc': 0.4492857142857143, 'nmi': 0.3168172421528358, 'pur': 0.46214285714285713}
Caltech_2V 0.1 0.1 {'acc': 0.6385714285714286, 'nmi': 0.5262311522180838, 'pur': 0.6385714285714286}
Caltech_2V 0.1 0.1 {'acc': 0.4492857142857143, 'nmi': 0.3168172421528358, 'pur': 0.46214285714285713}
Caltech_2V 0.1 0.1 {'acc': 0.67, 'nmi': 0.5441733894079993, 'pur': 0.67}
Caltech_2V 0.1 0.1 {'acc': 0.6385714285714286, 'nmi': 0.5262311522180838, 'pur': 0.6385714285714286}
